,0
7669,have
7670,been
7671,doing
7672,this
7673,for
7674,a
7675,few
7676,years
7677,and
7678,they
7679,just
7680,want
7681,to
7682,make
7683,things
7684,better.
7685,they're
7686,ready
7687,to
7688,expand
7689,to
7690,scope
7691,"three,"
7692,they're
7693,ready
7694,to
7695,set
7696,targets.
7697,um
7698,that
7699,kind
7700,of
7701,thing
7702,is
7703,that
7704,um
7705,does
7706,that
7707,tend
7708,to
7709,be
7710,very
7711,tailored
7712,for
7713,the
7714,customer?
7715,like
7716,how
7717,does
7718,how
7719,does
7720,the
7721,project
7722,begin?
7723,"yeah,"
7724,so
7725,it
7726,really
7727,does
7728,depend
7729,on
7730,the
7731,customer's
7732,needs.
7733,um
7734,like
7735,i
7736,"said,"
7737,"if,"
7738,if
7739,we
7740,just
7741,take
7742,an
7743,example
7744,of
7745,some
7746,"customer,"
7747,a
7748,customer
7749,who
7750,has
7751,never
7752,done
7753,any
7754,greenhouse
7755,gas
7756,accounting
7757,before
7758,and
7759,they've
7760,never
7761,done
7762,"that,"
7763,this
7764,is
7765,the
7766,first
7767,year
7768,inventory.
7769,um
7770,it
7771,really
7772,starts
7773,by
7774,understanding
7775,their
7776,business
7777,and
7778,understanding
7779,which
7780,sources
7781,we
7782,need
7783,to
7784,look
7785,at.
7786,so
7787,that
7788,boundary
7789,setting
7790,step
7791,is
7792,"um,"
7793,is
7794,one
7795,of
7796,the
7797,trickier
7798,parts
7799,of
7800,the
7801,"process,"
7802,but
7803,definitely
7804,one
7805,of
7806,the
7807,more
7808,important
7809,"understanding,"
7810,"okay,"
7811,which
7812,locations
7813,do
7814,we
7815,need
7816,to
7817,look
7818,at?
7819,what
7820,sources
7821,do
7822,we
7823,need
7824,to
7825,be
7826,looking
7827,for?
7828,some
7829,some
7830,clients
7831,are
7832,very
7833,straightforward
7834,in
7835,which
7836,"they,"
7837,"okay,"
7838,we
7839,only
7840,have
7841,leased
7842,office
7843,space
7844,in
7845,buildings.
7846,we
7847,that's
7848,"it,"
7849,that's
7850,"our,"
7851,that's
7852,our
7853,physical
7854,footprint.
7855,we
7856,don't
7857,even
7858,have
7859,a
7860,vehicle
7861,fleet.
7862,"um,"
7863,so
7864,those
7865,are
7866,a
7867,lot
7868,more
7869,straightforward
7870,than
7871,maybe
7872,a
7873,hypothetical
7874,manufacturing
7875,client
7876,where
7877,they
7878,have
7879,manufacturing
7880,"facilities,"
7881,they
7882,burn
7883,a
7884,lot
7885,of
7886,fuel.
7887,maybe
7888,they
7889,have
7890,a
7891,vehicle
7892,"fleet,"
7893,maybe
7894,they
7895,have
7896,"um,"
7897,some
7898,potential
7899,fugitive
7900,emissions
7901,um
7902,from
7903,their
7904,processes.
7905,um
7906,and
7907,"then,"
7908,so
7909,really
7910,it
7911,starts
7912,with
7913,understanding
7914,each
7915,client
7916,what
7917,"their,"
7918,what
7919,their
7920,specific
7921,needs
7922,are.
7923,um
7924,and
7925,"then,"
7926,and
7927,then
7928,we
7929,move
7930,into
7931,kind
7932,of
7933,the
7934,data
7935,collection
7936,"phase,"
7937,which
7938,as
7939,i'm
7940,sure
7941,you're
7942,aware
7943,is
7944,oftentimes
7945,the
7946,most
7947,"challenging,"
7948,especially
7949,especially
7950,for
7951,clients
7952,who
7953,have
7954,never
7955,done
7956,this
7957,"before,"
7958,collecting
7959,data
7960,is
7961,"oftentimes,"
7962,especially
7963,the
7964,first
7965,time
7966,"around,"
7967,usually
7968,always
7969,a
7970,pretty
7971,big
7972,headache
7973,because
7974,so
7975,i
7976,mean
7977,some
7978,clients
7979,have
7980,the
7981,more
7982,established
7983,clients
7984,"of,"
7985,"okay,"
7986,we
7987,have
7988,processes
7989,in
7990,place
7991,when
7992,we
7993,pay
7994,our
7995,"bills,"
7996,we
7997,track
7998,our
7999,electricity
8000,usage
8001,as
8002,well.
8003,maybe
8004,they
8005,use
8006,a
8007,bill
8008,pay
8009,"service,"
8010,like
8011,energy
8012,or
8013,someone
8014,like
8015,"that,"
8016,that
8017,makes
8018,things
8019,a
8020,lot
8021,easier.
8022,but
8023,unfortunately
8024,those
8025,are
8026,few
8027,and
8028,far
8029,between
8030,most
8031,of
8032,the
8033,"time,"
8034,it's
8035,okay?
8036,we
8037,need
8038,to
8039,go
8040,to
8041,our
8042,actual
8043,"locations,"
8044,go
8045,back
8046,in
8047,time
8048,for
8049,the
8050,years
8051,that
8052,we're
8053,looking
8054,to
8055,do
8056,this
8057,inventory
8058,for
8059,actually
8060,collect
8061,the
8062,data?
8063,um
8064,that
8065,a
8066,lot
8067,of
8068,times
8069,and
8070,that
8071,requires
8072,like
8073,working
8074,with
8075,company
8076,context
8077,to
8078,understand.
8079,"okay,"
8080,"who,"
8081,who
8082,has
8083,access
8084,to
8085,this
8086,"data,"
8087,where
8088,does
8089,it
8090,sit?
8091,um
8092,that's
8093,often
8094,times
8095,the
8096,most
8097,time
8098,consuming
8099,part
8100,of
8101,the
8102,process.
8103,yeah.
8104,and
8105,do
8106,you
8107,find
8108,that
8109,the
8110,data
8111,is
8112,consistent
8113,"throughout,"
8114,"like,"
8115,let's
8116,talk
8117,about
8118,manufacturing
8119,and
8120,like
8121,support
8122,chain
8123,and
8124,all
8125,of
8126,that.
8127,um
8128,like
8129,what
8130,i've
8131,heard
8132,"before,"
8133,is
8134,that
8135,data
8136,comes
8137,in
8138,all
8139,different
8140,formats.
8141,is
8142,that
8143,something
8144,that
8145,you
8146,"experience,"
8147,do
8148,you
8149,guys
8150,have
8151,any
8152,sort
8153,of
8154,process
8155,around
8156,that
8157,cleaning
8158,it
8159,up
8160,and
8161,making
8162,it
8163,consistent?
8164,"yeah,"
8165,it
8166,definitely
8167,comes
8168,in
8169,all
8170,different
8171,formats
8172,depending
8173,on
8174,the
8175,location.
8176,if
8177,we're
8178,just
8179,talking
8180,about
8181,scope
8182,one
8183,and
8184,scope
8185,to
8186,data
8187,usually
8188,that's
8189,fairly
8190,simple
8191,enough
8192,to
8193,to
8194,bring
8195,"together,"
8196,although
8197,it's
8198,a
8199,little
8200,tedious
8201,because
8202,it
8203,normally
8204,comes
8205,in
8206,just
8207,"okay,"
8208,this
8209,is
8210,our
8211,electricity
8212,bill
8213,is
8214,their
8215,natural
8216,gas
8217,bill.
8218,we
8219,just
8220,have
8221,to
8222,kind
8223,of
8224,pull
8225,the
8226,units
8227,off
8228,that
8229,unless
8230,they
8231,have
8232,a
8233,centralized
8234,system
8235,which
8236,like
8237,i
8238,"said,"
8239,it's
8240,few
8241,and
8242,far
8243,between.
8244,if
8245,they
8246,do
8247,have
8248,a
8249,centralized
8250,system
8251,we
8252,can
8253,run
8254,an
8255,export
8256,and
8257,"say,"
8258,"okay,"
8259,what's
8260,the
8261,usage
8262,for
8263,all
8264,of
8265,these
8266,sites
8267,over
8268,the
8269,time
8270,period
8271,we're
8272,looking
8273,at
8274,but
8275,then
8276,thinking
8277,about
8278,supply
8279,changes
8280,in
8281,scope
8282,"three,"
8283,that's
8284,when
8285,it
8286,gets
8287,a
8288,lot
8289,more
8290,inconsistent.
8291,different
8292,companies
8293,have
8294,different
8295,ways
8296,of
8297,tracking
8298,or
8299,different
8300,levels
8301,of
8302,tracking
8303,um
8304,the
8305,data
8306,that
8307,we
8308,need
8309,a
8310,lot
8311,of
8312,the
8313,times
8314,for
8315,scope
8316,three
8317,assessments
8318,were
8319,really
8320,starting
8321,with
8322,kind
8323,of
8324,that
8325,spend
8326,based
8327,data
8328,as
8329,part
8330,of
8331,the
8332,initial
8333,screening
8334,to
8335,determine.
8336,okay.
8337,which
8338,which
8339,categories
8340,are
8341,most
8342,relevant
8343,material
8344,to
8345,that
8346,company?
8347,um
8348,and
8349,then
8350,when
8351,we
8352,want
8353,to
8354,move
8355,on
8356,to
8357,more
8358,more
8359,advanced
8360,calculations
8361,for
8362,things
8363,like
8364,purchase
8365,goods
8366,and
8367,"services,"
8368,things
8369,like
8370,downstream
8371,"transportation,"
8372,"distribution,"
8373,that's
8374,where
8375,the
8376,data
8377,is
8378,kind
8379,of
8380,all
8381,over
8382,the
8383,place
8384,depending
8385,on
8386,the
8387,client.
8388,"right,"
8389,okay.
8390,one
8391,client
8392,may
8393,"track,"
8394,we've
8395,"shipped,"
8396,we
8397,know
8398,we've
8399,shipped
8400,this
8401,money
8402,units
8403,to
8404,this
8405,location
8406,and
8407,it
8408,went
8409,by
8410,rail
8411,or
8412,for
8413,example
8414,like
8415,that
8416,but
8417,it's
8418,really
8419,inconsistent
8420,i
8421,think
8422,and
8423,i
8424,think
8425,part
8426,of
8427,the
8428,problem
8429,is
8430,that
8431,only
8432,only
8433,the
8434,companies
8435,that
8436,are
8437,like
8438,the
8439,furthest
8440,along
8441,have
8442,really
8443,established
8444,systems
8445,to
8446,track
8447,that
8448,kind
8449,of
8450,information.
8451,um
8452,these
8453,i
8454,mean
8455,and
8456,that's
8457,talking
8458,about
8459,a
8460,hypothetical
8461,client
8462,that
8463,makes
8464,like
8465,a
8466,physical
8467,product
8468,for
8469,scope
8470,three
8471,other
8472,clients.
8473,when
8474,you're
8475,thinking
8476,about
8477,scope
8478,three
8479,their
8480,biggest
8481,sources.
8482,or
8483,maybe
8484,it's
8485,maybe
8486,it's
8487,business
8488,"travel,"
8489,maybe
8490,it's
8491,just
8492,produce
8493,goods
8494,and
8495,"services,"
8496,employee
8497,commuting
8498,and
8499,business
8500,travel
8501,is
8502,one
8503,of
8504,the
8505,ones
8506,that
8507,a
8508,lot
8509,of
8510,clients
8511,like
8512,to
8513,start
8514,with
8515,just
8516,because
8517,the
8518,data
8519,is
8520,the
8521,most
8522,available
8523,for
8524,it.
8525,and
8526,they
8527,"can,"
8528,i
8529,think
8530,they
8531,can
8532,conceptually
8533,understand
8534,where
8535,the
8536,emissions
8537,come
8538,from
8539,when
8540,it
8541,comes
8542,to
8543,business
8544,travel.
8545,like
8546,they
8547,"understand,"
8548,"okay,"
8549,flying
8550,on
8551,a
8552,plane
8553,produces
8554,emissions.
8555,um
8556,some
8557,of
8558,the
8559,other
8560,categories
8561,are
8562,a
8563,little
8564,more
8565,nebulous
8566,and
8567,they
8568,require
8569,a
8570,little
8571,more
8572,explanation
8573,for
8574,them
8575,to
8576,get
8577,it
8578,to
8579,get
8580,why
8581,we're
8582,collecting
8583,it.
8584,um
8585,but
8586,"yeah,"
8587,it's
8588,definitely
8589,that's
8590,definitely
8591,an
8592,issue
8593,is
8594,okay
8595,all
8596,the
8597,different
8598,formats
8599,the
8600,data
8601,comes
8602,in
8603,and
8604,and
8605,it's
8606,really
8607,a
8608,fairly
8609,manual
8610,process
8611,to
8612,try
8613,to
8614,get
8615,it
8616,in
8617,the
8618,right
8619,format
8620,that
8621,we
8622,need.
8623,um
8624,in
8625,order
8626,to
8627,do
8628,the
8629,calculations
8630,on
8631,it.
8632,yeah.
8633,and
8634,you
8635,also
8636,"mentioned,"
8637,you
8638,mentioned
8639,like
8640,the
8641,business
8642,travel
8643,is
8644,easy
8645,for
8646,customers
8647,to
8648,understand
8649,what's
8650,a
8651,not
8652,easy
8653,want
8654,to
8655,understand
8656,and
8657,like
8658,what
8659,kind
8660,of
8661,do
8662,you
8663,have
8664,to
8665,share
8666,resources
8667,with
8668,them
8669,is
8670,it?
8671,like
8672,an
8673,education?
8674,"yeah,"
8675,sometimes
8676,like
8677,i
8678,think
8679,they
8680,call
8681,clients
8682,here
8683,scope
8684,three
8685,and
8686,they're
8687,like
8688,"okay,"
8689,we
8690,know
8691,we
8692,have
8693,to
8694,do
8695,scope
8696,three
8697,but
8698,a
8699,lot
8700,of
8701,times
8702,they
8703,don't
8704,know
8705,what
8706,the
8707,different
8708,scope
8709,three
8710,categories
8711,are.
8712,they
8713,also
8714,don't
8715,know
8716,where
8717,the
8718,boundaries
8719,begin
8720,and
8721,end
8722,for
8723,scope
8724,three.
8725,um
8726,i
8727,think
8728,you
8729,have
8730,sold
8731,products
8732,is
8733,definitely
8734,something
8735,that
8736,people
8737,struggle
8738,"with,"
8739,especially
8740,if
8741,they
8742,don't
8743,make
8744,like
8745,a
8746,physical
8747,"product,"
8748,right?
8749,if
8750,if
8751,they
8752,make
8753,a
8754,physical
8755,products
8756,a
8757,lot
8758,easier
8759,to
8760,"understand,"
8761,which
8762,is
8763,really
8764,what
8765,the
8766,protocol
8767,is
8768,designed
8769,to
8770,"like,"
8771,that's
8772,what
8773,is
8774,written
8775,around.
8776,it's
8777,like
8778,a
8779,hypothetical
8780,product
8781,that
8782,uses
8783,energy
8784,um
8785,some
8786,of
8787,those
8788,indirect
8789,emissions
8790,that
8791,are
8792,optional
8793,and
8794,then
8795,clients
8796,are
8797,like
8798,"okay,"
8799,do
8800,we
8801,have
8802,to
8803,account
8804,for?
8805,um
8806,i'm
8807,trying
8808,to
8809,think
8810,of
8811,a
8812,good
8813,example
8814,of
8815,a
8816,category
8817,they
8818,don't
8819,really
8820,"understand,"
8821,they
8822,don't
8823,understand
8824,um
8825,the
8826,fuel
8827,and
8828,energy
8829,related
8830,activities
8831,category
8832,because
8833,i
8834,need
8835,"to,"
8836,that's
8837,usually
8838,more
8839,of
8840,an
8841,education
8842,process.
8843,understanding
8844,"okay,"
8845,what
8846,transmission
8847,and
8848,distribution
8849,losses
8850,are
8851,why
8852,there
8853,are
8854,emissions
8855,upstream
8856,for
8857,when
8858,the
8859,fuel
8860,to
8861,produce
8862,electricity
8863,is
8864,"extracted,"
8865,that
8866,kind
8867,of
8868,thing.
8869,um
8870,purchase
8871,goods
8872,and
8873,services
8874,often
8875,sometimes
8876,takes
8877,a
8878,little
8879,bit
8880,of
8881,explanation.
8882,"okay,"
8883,the
8884,things
8885,that
8886,you
8887,buy
8888,have
8889,embodied
8890,emissions
8891,because
8892,they
8893,took
8894,emissions
8895,they
8896,took
8897,energy
8898,to
8899,produce.
8900,um
8901,so
8902,"yeah,"
8903,there's
8904,definitely
8905,an
8906,education
8907,component
8908,when
8909,it
8910,comes
8911,to
8912,each
8913,scope
8914,three
8915,category.
8916,and
8917,i
8918,think
8919,the
8920,big
8921,question
8922,is
8923,like
8924,okay
8925,which
8926,of
8927,these
8928,do
8929,we
8930,have
8931,to
8932,account
8933,for?
8934,and
8935,then
8936,like
8937,what's
8938,the
8939,limit?
8940,what's
8941,the
8942,boundary
8943,on
8944,these
8945,categories?
8946,how
8947,far
8948,down
8949,the
8950,chain
8951,do
8952,we
8953,need
8954,to
8955,go?
8956,um
8957,a
8958,lot
8959,of
8960,like
8961,i
8962,said
8963,it's
8964,easier
8965,with
8966,clients
8967,that
8968,make
8969,a
8970,physical
8971,product.
8972,i
8973,think
8974,that's
8975,it's
8976,a
8977,lot
8978,more
8979,straightforward
8980,clients.
8981,yeah
8982,with
8983,clients
8984,that
8985,are
8986,like
8987,um
8988,like
8989,financial
8990,services
8991,"clients,"
8992,they're
8993,really
8994,struggling
8995,with
8996,the
8997,especially
8998,because
8999,the
9000,methodology
9001,for
9002,category
9003,15
9004,investments
9005,category
9006,is
9007,there's
9008,still
9009,so
9010,many
9011,different
9012,methodologies
9013,out
9014,there
9015,for
9016,calculating
9017,that.
9018,um
9019,they're
9020,like
9021,okay
9022,what
9023,do
9024,we
9025,need
9026,to
9027,include?
9028,and
9029,i
9030,think
9031,there's
9032,some
9033,some
9034,things
9035,that
9036,are
9037,lost
9038,in
9039,translation
9040,when
9041,comparing
9042,the
9043,language
9044,of
9045,how
9046,financial
9047,services
9048,discuss
9049,their
9050,different
9051,different
9052,types
9053,of
9054,investments
9055,versus
9056,how
9057,the
9058,g.
9059,protocol
9060,discusses
9061,it.
9062,um
9063,so
9064,that's
9065,a
9066,little
9067,bit
9068,of
9069,a
9070,trance.
9071,like
9072,that's
9073,a
9074,that's
9075,a
9076,hard
9077,exercise
9078,into
9079,into
9080,their
9081,terminology
9082,right
9083,into
9084,language
9085,they
9086,understand.
9087,um
9088,yeah
9089,it's
9090,hard.
9091,yeah
9092,i've
9093,heard
9094,that
9095,a
9096,lot
9097,like
9098,everyone
9099,has
9100,their
9101,own
9102,version
9103,of
9104,that.
9105,it's
9106,like
9107,talking
9108,to
9109,marketing
9110,or
9111,talking
9112,to
9113,these
9114,people.
9115,it's
9116,like
9117,a
9118,lot
9119,of
9120,yeah
9121,especially
9122,because
9123,there's
9124,so
9125,many
9126,different
9127,data
9128,sources
9129,across
9130,the
9131,"company,"
9132,like
9133,so
9134,many
9135,different
9136,departments
9137,in
9138,a
9139,company
9140,need
9141,to
9142,be
9143,involved
9144,in
9145,a
9146,complete
9147,like
9148,if
9149,you're
9150,doing
9151,like
9152,a
9153,complete
9154,"scope,"
9155,three
9156,inventory?
9157,you
9158,understand?
9159,okay
9160,accounting
9161,is
9162,involved
9163,for
9164,the
9165,spend
9166,data
9167,but
9168,then
9169,facilities
9170,involved.
9171,okay
9172,do
9173,we
9174,have
9175,any
9176,like
9177,leased
9178,assets
9179,or
9180,where
9181,do
9182,we
9183,send
9184,"our,"
9185,where
9186,are
9187,all
9188,our
9189,products
9190,going?
9191,they
9192,take
9193,so
9194,many
9195,different
9196,sides
9197,of
9198,the
9199,company
9200,to
9201,do
9202,a
9203,full
9204,inventory
9205,that
9206,um
9207,getting
9208,everyone
9209,to
9210,talk
9211,in
9212,the
9213,same
9214,language
9215,is
9216,sometimes
9217,difficult
9218,but
9219,that's
9220,also
9221,part
9222,of
9223,like
9224,okay
9225,learning
9226,the
9227,company
9228,itself
9229,and
9230,understanding
9231,what
9232,what
9233,they
9234,do.
9235,yeah.
9236,um
9237,and
9238,you
9239,also
9240,mentioned
9241,that
9242,you
9243,do
9244,party
9245,auditing.
9246,is
9247,that
9248,yeah
9249,we
9250,do
9251,verification
9252,and
9253,assurance
9254,over
9255,over
9256,some
9257,clients.
9258,that
9259,was
9260,my
9261,we
9262,do
9263,we
9264,do
9265,some
9266,um
9267,prior
9268,with
9269,a
9270,firm
9271,called
9272,apex
9273,um
9274,who
9275,did
9276,exclusively
9277,we
9278,didn't
9279,do
9280,any
9281,consulting.
9282,we
9283,exclusively
9284,did
9285,verification
9286,and
9287,assurance.
9288,um
9289,so
9290,that's
9291,a
9292,that's
9293,a
9294,different
9295,kind
9296,of
9297,engagement
9298,where
9299,that's
9300,more
9301,we're
9302,following
9303,a
9304,pretty
9305,strict
9306,protocol
9307,in
9308,order
9309,to
9310,check
9311,their
9312,emissions
9313,"calculations,"
9314,check
9315,that
9316,background
9317,data.
9318,um
9319,that's
9320,really
9321,something
9322,that
9323,we
9324,see
9325,clients
9326,that
9327,are
9328,more
9329,that
9330,are
9331,further
9332,along
9333,in
9334,the
9335,process
9336,go
9337,for.
9338,maybe
9339,they've
9340,been
9341,doing
9342,their
9343,inventory
9344,for
9345,a
9346,few
9347,years.
9348,they
9349,feel
9350,pretty
9351,good
9352,about
9353,their
9354,methodology
9355,so
9356,then
9357,they
9358,were
9359,like
9360,okay
9361,we
9362,want
9363,third
9364,party
9365,assurance
9366,of
9367,it.
9368,and
9369,so
9370,it's
9371,we're
9372,checking
9373,sampling
9374,of
9375,the
9376,source
9377,data
9378,that
9379,they're
9380,using
9381,their
9382,calculation
9383,methods.
9384,the
9385,actual
9386,calculation
9387,numbers
9388,themselves.
9389,the
9390,roll
9391,ups
9392,that
9393,kind
9394,of
9395,thing.
9396,um
9397,yeah
9398,is
9399,that
9400,a
9401,fairly
9402,manual
9403,process
9404,like
9405,you
9406,know
9407,you
9408,want
9409,to
9410,check
9411,specific
9412,calculation
9413,and
9414,then
9415,you
9416,like
9417,go
9418,into
9419,your
9420,own
9421,software
9422,or
9423,like
9424,"yeah,"
9425,so
9426,it
9427,depends
9428,on
9429,the
9430,software
9431,that
9432,the
9433,client
9434,is
9435,using
9436,for
9437,their
9438,um
9439,for
9440,their
9441,inventory
9442,somewhere.
9443,just
9444,a
9445,lot.
9446,most
9447,are
9448,just
9449,doing
9450,it
9451,in
9452,excel
9453,still.
9454,um
9455,and
9456,so
9457,that
9458,is
9459,really
9460,just
9461,okay.
9462,we
9463,will
9464,check.
9465,i'll
9466,take
9467,they
9468,so
9469,they'll
9470,they'll
9471,have
9472,acclaimed
9473,emissions
9474,total.
9475,so
9476,i'll
9477,take
9478,like
9479,a
9480,subset.
9481,"okay,"
9482,they
9483,say
9484,for
9485,this
9486,"office,"
9487,this
9488,is
9489,the
9490,total
9491,amount
9492,of
9493,"emissions,"
9494,this
9495,is
9496,the
9497,total
9498,amount
9499,of
9500,electricity
9501,usage.
9502,i'll
9503,do
9504,my
9505,own
9506,calculations
9507,to
9508,"say,"
9509,"okay,"
9510,does
9511,that
9512,match
9513,up
9514,we
9515,have
9516,a
9517,materiality
9518,"threshold,"
9519,like
9520,plus
9521,or
9522,-5%
9523,of
9524,the
9525,whole
9526,scope
9527,that
9528,we
9529,work
9530,on?
9531,um
9532,the
9533,that's
9534,fairly
9535,manual.
9536,i
9537,"mean,"
9538,it
9539,depends
9540,if
9541,they're
9542,using
9543,like
9544,online
9545,carbon
9546,accounting
9547,platform.
9548,sometimes
9549,it
9550,can
9551,actually
9552,be
9553,a
9554,little
9555,more
9556,difficult
9557,to
9558,check
9559,those
9560,calculations
9561,because
9562,in
9563,excel
9564,they're
9565,very
9566,"visible,"
9567,right?
9568,you
9569,can
9570,click
9571,on
9572,a
9573,"cell,"
9574,see
9575,where
9576,things
9577,are
9578,coming
9579,from.
9580,um
9581,but
9582,they're
9583,a
9584,little
9585,more
9586,opaque
9587,on
9588,an
9589,online
9590,carbon
9591,couching
9592,platform.
9593,um
9594,but
9595,then
9596,the
9597,other
9598,part
9599,of
9600,what
9601,we
9602,do
9603,is
9604,we
9605,review
9606,a
9607,selection
9608,of
9609,like
9610,documentation
9611,for
9612,background
9613,data
9614,that
9615,was
9616,"like,"
9617,"okay,"
9618,you
9619,claim
9620,you
9621,used
9622,"100,000"
9623,kilowatt
9624,hours
9625,here.
9626,where
9627,can
9628,you
9629,prove
9630,that?
9631,can
9632,we
9633,see
9634,the
9635,invoices
9636,for
9637,that?
9638,or
9639,can
9640,we
9641,see
9642,a
9643,report
9644,"from,"
9645,your
9646,utility
9647,provider
9648,saying
9649,this
9650,is
9651,how
9652,much
9653,energy
9654,used.
9655,and
9656,so
9657,in
9658,that
9659,case
9660,is
9661,when
9662,they're
9663,using
9664,an
9665,online
9666,"platform,"
9667,it's
9668,usually
9669,a
9670,little
9671,easier
9672,because
9673,they
9674,have
9675,the
9676,opportunity
9677,to
9678,attach
9679,evidence
9680,to
9681,particular
9682,like
9683,items
9684,so
9685,we
9686,can
9687,go
9688,in
9689,so
9690,we
9691,have
9692,to
9693,request
9694,less
9695,from
9696,the
9697,actual
9698,client
9699,and
9700,sometimes
9701,if
9702,we're
9703,trying
9704,to
9705,get
9706,those
9707,electricity
9708,"bills,"
9709,it's
9710,back
9711,and
9712,forth
9713,with
9714,a
9715,particular
9716,office
9717,or
9718,with
9719,the
9720,utility
9721,provider
9722,that
9723,takes
9724,some
9725,time.
9726,but
9727,if
9728,they've
9729,uploaded
9730,that
9731,evidence
9732,to
9733,a
9734,"system,"
9735,"it's,"
9736,it's
9737,a
9738,little
9739,more
9740,straightforward
9741,for
9742,us
9743,to
9744,go
9745,and
9746,"say,"
9747,"okay,"
9748,we
9749,can
9750,see
9751,for
9752,january
9753,at
9754,this
9755,"location,"
9756,this
9757,is
9758,the
9759,electricity
9760,usage.
9761,right.
9762,yeah.
9763,and
9764,what
9765,are
9766,some
9767,of
9768,the
9769,common
9770,challenges
9771,in
9772,auditing
9773,um
9774,when
9775,you
9776,go
9777,back
9778,and
9779,"forth,"
9780,what
9781,what
9782,are
9783,those
9784,back
9785,and
9786,forth?
9787,um
9788,i
9789,think
9790,like
9791,i
9792,said
9793,a
9794,lot
9795,of
9796,it
9797,is
9798,"okay,"
9799,this
9800,is
9801,the
9802,data
9803,like
9804,this
9805,is
9806,the
9807,data
9808,we
9809,need
9810,um
9811,that's
9812,what
9813,takes
9814,a
9815,lot
9816,of
9817,the
9818,time
9819,is
9820,okay
9821,actually
9822,getting
9823,some
9824,of
9825,the
9826,source
9827,"data,"
9828,i
9829,think
9830,a
9831,lot
9832,of
9833,companies
9834,don't
9835,have
9836,"a,"
9837,i
9838,really
9839,flushed
9840,out
9841,inventory
9842,management
9843,plan
9844,for
9845,"example,"
9846,where
9847,they
9848,describe
9849,the
9850,exact
9851,methodology
9852,of
9853,their
9854,calculations
9855,and
9856,the
9857,exact
9858,methodology
9859,of
9860,how
9861,they
9862,collect
9863,their
9864,data
9865,in
9866,the
9867,few
9868,instances
9869,where
9870,i've
9871,worked
9872,with
9873,clients
9874,that
9875,do
9876,have
9877,that.
9878,it
9879,really
9880,helps
9881,the
9882,auditing
9883,process
9884,because
9885,we
9886,can
9887,"understand,"
9888,"okay,"
9889,this
9890,is
9891,where
9892,that
9893,data
9894,is
9895,coming
9896,from.
9897,this
9898,is
9899,"how,"
9900,if
9901,there's
9902,any
9903,qa
9904,qc
9905,"procedures,"
9906,this
9907,is
9908,what
9909,they
9910,are
9911,um
9912,and
9913,then
9914,this
9915,is
9916,how
9917,the
9918,calculation
9919,is
9920,done.
9921,these
9922,are
9923,the
9924,emission
9925,factors
9926,we
9927,use
9928,having
9929,something
9930,like
9931,a
9932,document
9933,like
9934,that
9935,that's
9936,laid
9937,out
9938,is
9939,really
9940,helpful
9941,um
9942,but
9943,it's
9944,not
9945,very
9946,common.
9947,"okay,"
9948,that's
9949,what
9950,we're
9951,working
9952,on.
9953,yeah.
9954,"yeah,"
9955,no
9956,that's
9957,definitely
9958,great.
9959,like
9960,understanding
9961,like
9962,this
9963,is
9964,the
9965,"methodology,"
9966,this
9967,is
9968,this
9969,is
9970,the
9971,process
9972,and
9973,procedures
9974,is
9975,like
9976,something
9977,that
9978,at
9979,the
9980,beginning
9981,of
9982,an
9983,audit
9984,is
9985,always
9986,super
9987,helpful
9988,to
9989,read
9990,through
9991,it
9992,because
9993,it
9994,just
9995,that
9996,would
9997,reduce
9998,the
9999,number
10000,of
10001,questions
10002,that
10003,i
10004,have
10005,for
10006,the
10007,client
10008,right
10009,the
10010,back
10011,and
10012,forth
10013,a
10014,lot
10015,of
10016,the
10017,times
10018,like
10019,looking
10020,at
10021,it
10022,from
10023,a
10024,third
10025,party
10026,"perspective,"
10027,you'll
10028,have
10029,questions
10030,that
10031,are
10032,really
10033,"not,"
10034,it's
10035,really
10036,not
10037,an
10038,"issue,"
10039,not
10040,a
10041,verification
10042,issue.
10043,it's
10044,really
10045,just
10046,something
10047,that
10048,needs
10049,to
10050,be
10051,explained.
10052,um
10053,and
10054,so
10055,it's
10056,a
10057,quick
10058,back
10059,and
10060,forth
10061,but
10062,having
10063,having
10064,that
10065,that
10066,methodology
10067,like
10068,laid
10069,out
10070,in
10071,front
10072,of
10073,you
10074,can
10075,reduce
10076,the
10077,number
10078,of
10079,back
10080,and
10081,forth.
10082,you
10083,need
10084,to
10085,have
10086,great.
10087,um
10088,so
10089,aside
10090,from
10091,auditing
10092,you
10093,also
10094,you
10095,"know,"
10096,back
10097,to
10098,the
10099,client
10100,work
10101,and
10102,the
10103,measurement
10104,and
10105,all
10106,of
10107,that.
10108,um
10109,is
10110,there
10111,any
10112,interest
10113,in
10114,having
10115,some
10116,sort
10117,of
10118,like
10119,science
10120,based
10121,targets
10122,package
10123,or
10124,i
10125,don't
10126,know
10127,like
10128,is
10129,there
10130,any
10131,specific
10132,things
10133,that
10134,you
10135,do
10136,for
10137,that
10138,initiative?
10139,yeah
10140,for
10141,science
10142,based
10143,targets
10144,that's
10145,usually
10146,that
10147,we
10148,go
10149,through
10150,that
10151,process
10152,quite
10153,a
10154,bit.
10155,it's
10156,a
10157,pretty
10158,common
10159,ask
10160,once
10161,once
10162,companies
10163,have
10164,been
10165,doing
10166,their
10167,inventory
10168,for
10169,a
